adp_code,adp_name,financial_year,cidp_code,sector_name,programme_name,subprogramme_name,project_name,location_text,subcounty,ward,sublocation,village,activity_description,estimated_cost,funding_source,timeframe,performance_indicator,target,plan_status,implementing_agency,cross_cutting_issues,source_pdf_page,raw_text
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Skip loaders procured,,,,,,Procuring skip loaders,30000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,,281,Skip Procuring 30 CG Q1 2 New Departmen | loaders skip loaders M to t of Urban | procured Q4 & Housing | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Cemetery facilities constructed including crematoriu m & chapel in Machakos New City),,,,,,Constructio n of cemetery facilities,75000000.0,CGM,Q1 to Q4,,1,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,281,Cemetery Constructio 75 CG Q1 1 New Departmen Disabilit | facilities n of M to t of Urban y | constructed cemetery Q4 & Housing Friendly | including facilities Developm | crematoriu ent. | m & chapel | in | Machakos | New City)
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Sewerage services systems established,,,,,,Establishing and sewerage services systems,300000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,Environ ment Climate change friendly,281,Sewerage Establishing 300 CG Q1 2 New Departmen Environ | services and sewerage M to t of Urban ment | systems services and Q4 & Housing Climate | established systems Developm change | ent. friendly
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Waste Material Recovery Facilities established,,,,,,Establishing of Waste Material Recovery Facilities Environment,70000000.0,CGM Resources,Q1 to Q4,,1 Sub-sector,New,Departmen t of Urban & Housing Developm ent.,"Disabilit y Friendly, Environ ment Climate change friendly",281,"Waste Establishing 70 CG Q1 1 New Departmen Disabilit | Material of Waste M to t of Urban y | Recovery Material Q4 & Housing Friendly, | Facilities Recovery Developm Environ | established Facilities ent. ment | Climate | change | friendly | Environment and Natural Resources Sub-sector"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources","Environment and Natural Resources Administration, Planning and Support Services","Environme nt and Natural Resources Administra tion, Services",Sub-county office blocks constructed and equipped,,,,,,Constructio n and equipping of sub county offices,20000000.0,CGM,Q1 to Q4,,4,New,Departmen t of Environme nt and Natural Resources,Disabilit y Friendly,281,"Environme Sub-county Constructio 20 CG Q1 4 New Departmen Disabilit | nt and office n and M to t of y | Natural blocks equipping Q4 Environme Friendly | Resources constructed of sub nt and | Administra and county Natural | tion, equipped offices Resources | Services"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,"SP 6.8.2: Water Catchment Area Protection, Rehabilitati",Catchment areas rehabilitate d and conserved,,,,,,Rehabilitati on and conservatio n of catchment areas,5000000.0,CGM,Q1 to Q4,,60%,Ongoing,Departmen t of Environme nt and Natural Resources,Environ ment Climate change friendly,282,"SP 6.8.2: Catchment Rehabilitati 5 CG Q1 60% Ongoi Departmen Environ | Water areas on and M to ng t of ment | Catchment rehabilitate conservatio Q4 Environme Climate | Area d and n of nt and change | Protection, conserved catchment Natural friendly | Rehabilitati areas Resources"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,on and Conservati on,Increased forest cover,,,,,,Afforestatio n,10000000.0,CGM,Q1 to Q4,,5.5%,Ongoing,Departmen t of Environme nt and Natural Resources,Environ ment Climate change friendly,282,on and Increased Afforestatio 10 CG Q1 5.5% Ongoi Departmen Environ | Conservati forest cover n M to ng t of ment | on Q4 Environme Climate | nt and change | Natural friendly | Resources
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,,Rehabilitate d degraded areas,,,,,,Rehabilitati on of degraded areas,10000000.0,CGM,Q1 to Q4,,4,New,Departmen t of Environme nt and Natural Resources,Environ ment Climate change friendly,282,Rehabilitate Rehabilitati 10 CG Q1 4 New Departmen Environ | d degraded on of M to t of ment | areas degraded Q4 Environme Climate | areas nt and change | Natural friendly | Resources
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,,Surveyed and fenced county forests,,,,,,Surveying and fencing of county forests,15000000.0,CGM,Q1 to Q4,,1,New,Departmen t of Environme nt and Natural Resources,,282,Surveyed Surveying 15 CG Q1 1 New Departmen | and fenced and fencing M to t of | county of county Q4 Environme | forests forests nt and | Natural | Resources
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,,Riparian reserves in rivers and tributaries,,,,,,set,10000000.0,CGM,Q1 to Q4,,-,-,Departmen t of Environme nt and Natural Resources,Environ ment Climate change friendly,282,Riparian 10 CG Q1 - - Departmen Environ | reserves set M to t of ment | in rivers Q4 Environme Climate | and nt and change | tributaries Natural friendly | Resources
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Environment Management and Protection,SP 6.8.3 Commercia l Forestry and Agroforestr y,Area under commercial forest established,,,,,,Establishing area under commercial forest,10000000.0,CGM Change Sub,Q1 to Q4 sector,,-,-,Departmen t of Environme nt and Natural Resources,Climate change friendly,282,SP 6.8.3 Area under Establishing 10 CG Q1 - - Departmen Climate | Commercia commercial area under M to t of change | l Forestry forest commercial Q4 Environme friendly | and established forest nt and | Agroforestr Natural | y Resources | Climate Change Sub sector
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Locally-led Ward Climate Change Development Projects,SP 6.9.1: Locally-led County Climate,Weirs constructed,,,,,,Constructio n of weirs,30000000.0,CGM,Q1 to Q4,,15,New,Departmen t of Climate Change,Environ ment friendly,282,SP 6.9.1: Weirs Constructio 30 CG Q1 15 New Departmen Environ | Locally-led constructed n of weirs M to t of ment | County Q4 Climate friendly | Climate Change
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Locally-led Ward Climate Change Development Projects,Change Adaptation Programs County Mitigation Programme s,Water distributed for domestic seedlings grown Tree nurseries established/ funded,,,,,,Distribution of water domestic irrigation seedlings Establishing tree nurseries,30000000.0,CGM M 5 CGM,Q1 to Q4 to Q4 Q1 to Q4,,20 10,New New,Departmen t of Climate Change t of Climate Change Departmen t of Climate Change,change friendly Climate change friendly,282,Change Water Distribution 30 CG Q1 20 New Departmen | Adaptation distributed of water for M to t of | Programs for domestic Q4 Climate | domestic irrigation Change | County seedlings seedlings M to t of change | Mitigation grown Q4 Climate friendly | Programme Change | s Tree Establishing 5 CG Q1 10 New Departmen Climate | nurseries tree M to t of change | established/ nurseries Q4 Climate friendly | funded Change
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Locally-led Ward Climate Change Development Projects,,No. of Water harvesting infrastructur e constructed- 100m3 public institutions County establishme nts powered using solar,,,,,,Constructio n of water harvesting infrastructur e in Powering county establishme nt using solar,13500000.0,CGM 10 CGM,Q1 to Q4 Q1 to Q4,,9,New,Departmen t of Climate Change Departmen t of Climate Change,Environ ment friendly Environ ment friendly,283,No. of Constructio 13.5 CG Q1 9 New Departmen Environ | Water n of water M to t of ment | harvesting harvesting Q4 Climate friendly | infrastructur infrastructur Change | e e | constructed- | 100m3 in | public | institutions | County Powering 10 CG Q1 Departmen Environ | establishme county M to t of ment | nts powered establishme Q4 Climate friendly | using solar nt using Change | solar
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources","Climate Change Administration, Planning and Support Services","SP 6.10.1 Administra tion, Planning and Support Services",Climate change institutions supported,,,,,,Supporting climate change institutions,13500000.0,CGM,Q1 to Q4,,45,New,Departmen t of Climate Change,,283,"SP 6.10.1 Climate Supporting 13.5 CG Q1 45 New Departmen | Administra change climate M to t of | tion, institutions change Q4 Climate | Planning supported institutions Change | and | Support | Services"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Revenue Management,SP 7.21.1: Infrastr ucture develop ment,Sub county office construct ion,County wide,,,,,Constructi ng Sub county Offices,9000000.0,CGM,"Q1, Q2, Q3 & Q4",No. of sub count y office s constr ucted,,3 Ong oing,Reven ue Manag ement,Governance,299,"SP Sub County Constructi 9 CG Q1, No. 3 Ong Reven Governance | 7.21.1: county wide ng Sub M Q2, of sub oing ue | Infrastr office county Q3 count Manag | ucture construct Offices & y ement | develop ion Q4 office | ment s | constr | ucted"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Revenue Management,,One-stop shop and office block Construc tion,Macha kos central /Eastle igh,,,,,Constructi on of Banking Hall-One- stop shop and office block,5000000.0,CGM,Q1 & Q2,No. of Banki ng halls constr ucted and equip ped,,1 New,Reven ue Manag ement,Governance,299,One-stop Macha Constructi 5 CG Q1 No. 1 New Reven Governance | shop and kos on of M & of ue | office central Banking Q2 Banki Manag | block /Eastle Hall-One- ng ement | Construc igh stop shop halls | tion and office constr | block ucted | and | equip | ped
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Infrastructure Development,SP 7.22.1: Infrastr ucture Develop ment,Administ rative office construct ion,County wide,,,,,Constructi on of administra tive offices,5000000.0,CGM,"Q1, Q2, Q3 & Q4",% of admin istrati ve office s constr ucted,100 %,Ong oing,County Admin istratio n & Decent ralized units,Governance,299,"SP Administ County Constructi 5 CG Q1, % of 100 Ong County Governance | 7.22.1: rative wide on of M Q2, admin % oing Admin | Infrastr office administra Q3 istrati istratio | ucture construct tive & ve n & | Develop ion offices Q4 office Decent | ment s ralized | constr units | ucted"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Infrastructure Development,,Administ rative office renovatio n,County wide,,,,,Renovatio n of administra tive offices,3000000.0,CGM,"Q1, Q2, Q3 & Q4",No. of office s renov ated,100 %,Ong oing,County Admin istratio n & Decent ralized units,Governance,299,"Administ County Renovatio 3 CG Q1, No. 100 Ong County Governance | rative wide n of M Q2, of % oing Admin | office administra Q3 office istratio | renovatio tive & s n & | n offices Q4 renov Decent | ated ralized | units"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Infrastructure Development,,Executiv e boardroo ms establish ment,County wide,,,,,Establish ment of executive boardroo m,5000000.0,CGM,"Q1, Q2, Q3 & Q4 Q4)",No. of execu tive board rooms establ ished,,1 Ong oing,County Admin istratio n & Decent ralized units,Governance,299,"Executiv County Establish 5 CG Q1, No. 1 Ong County Governance | e wide ment of M Q2, of oing Admin | boardroo executive Q3 execu istratio | ms boardroo & tive n & | establish m Q4 board Decent | ment rooms ralized | establ units | ished | Mil Q4) | lion | s)"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,Infrastructure Development,,VHF radio communi cation system and control centres,County wide,,,,,Establish ment of VHF radio communic ation system and control centres,2000000.0,CGM Assembly,"Q1, Q2, Q3 & Q4 Sub",% of VHF radio comm unicat ion syste m and contr ol centre s establ ished sector,100 %,New,County Admin istratio n & Decent ralized units,Governance,300,"VHF County Establish 2 CG Q1, % of 100 New County Governance | radio wide ment of M Q2, VHF % Admin | communi VHF radio Q3 radio istratio | cation communic & comm n & | system ation Q4 unicat Decent | and system ion ralized | control and syste units | centres control m and | centres contr | ol | centre | s | establ | ished | County Assembly Sub sector"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,"Legislation, Oversight and Representation",SP 7.23.1: Infrastr ucture develop ment,Speakers residence completi on,Mua/ Mikuy u,,,,,Completin g speakers residence,5000000.0,CGM,-,No. of compl eted speak ers reside nce,,1 Ong oing,County Assem bly,,300,SP Speakers Mua/ Completin 5 CG - No. 1 Ong County | 7.23.1: Mikuy g M of oing Assem | residence u speakers compl bly | Infrastr | ucture completi residence eted | develop on speak | ers | ment | reside | nce
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,"Legislation, Oversight and Representation",,Modern chamber s completi on,Macha kos central /Mjini,,,,,Completin g modern chambers,50000000.0,CGM,-,No. of compl eted mode rn cham bers,,1 Ong oing,County Assem bly,,300,Modern Macha Completin 50 CG - No. 1 Ong County | chamber kos g modern M of oing Assem | s central chambers compl bly | completi /Mjini eted | on mode | rn | cham | bers
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,"Legislation, Oversight and Representation",,Livestrea m broadcas ting unit installati on,Macha kos central /Mjini,,,,,Installing livestream broadcasti ng unit,5000000.0,CGM,-,No. of install ed livestr eam broad castin g unit,,1 Ong oing,County Assem bly,,300,Livestrea Macha Installing 5 CG - No. 1 Ong County | m kos livestream M of oing Assem | broadcas central broadcasti install bly | ting unit /Mjini ng unit ed | installati livestr | on eam | broad | castin | g unit
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,"Legislation, Oversight and Representation",,MCAs wards offices completi on,County wide,,,,,Completin g MCAs wards offices,20000000.0,CGM,- Q4),No. of compl eted MCA s wards office s,40,Ong oing,County Assem bly,,300,MCAs County Completin 20 CG - No. 40 Ong County | wards Wide g MCAs M of oing Assem | offices wards compl bly | completi offices eted | on MCA | Mil Q4) | lion | s) | s | wards | office | s
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Public Administration,"Legislation, Oversight and Representation",,Old assembly offices renovatio n,Macha kos central /Mjini,,,,,Renovatin g old assembly offices,3000000.0,CGM,-,No. of renov ated old assem bly office s,,1 Ong oing,County Assem bly,,301,Old Macha Renovatin 3 CG - No. 1 Ong County | assembly kos g old M of oing Assem | offices central assembly renov bly | renovatio /Mjini offices ated | n old | assem | bly | office | s
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,Wate r Harv esting,PVC Water Tanks Supply,County wide,,,,,Purcha sing and supply of water tanks,13200000.0,CGM,Q1 - Q4,No. of PVC water tanks supplied,,100 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,306,Wate PVC County Purcha 13.2 CG Q1 - No. of 100 New Depart Solar | r Water wide sing M Q4 PVC water ment power | Harv Tanks and tanks of ing | esting Supply supply supplied Water | of Establ | water ishme | tanks nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Steel Tanks Elevation,Selecte d wards,,,,,Fabrica tion and installa tion,11000000.0,CGM,Q1 - Q4,No. of elevated steel tanks,,4 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,306,Steel Selecte Fabrica 11 CG Q1 - No. of 4 New Depart Solar | Tanks d tion M Q4 elevated ment power | Elevation wards and steel tanks of ing | installa Water | tion Establ | ishme | nt of | tree | ions | ) | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Steel Structures Constructi on,Selecte d wards,,,,,Construction of steel structur es,8800000.0,CGM,Q1 - Q4,No. of Steel structures constructe d,,40 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,307,Steel Selecte Constr 8.8 CG Q1 - No. of 40 New Depart Solar | Structures d uction M Q4 Steel ment power | Constructi wards of steel structures of ing | on structur constructe Water | es d Establ | ishme | nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Springs Rehabilitat ion,Selecte d wards,,,,,Fencin g and protecti on,19800000.0,CGM,Q1 - Q4,No. of springs rehabilitat ed/distribu ted,,6 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,307,Springs Selecte Fencin 19.8 CG Q1 - No. of 6 New Depart Solar | Rehabilitat d g and M Q4 springs ment power | ion wards protecti rehabilitat of ing | on ed/distribu Water | ted Establ | ishme | nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,Mana geme nt of Wate r Sourc es,Water Pans/ Dams Constructi on,County wide,,,,,"Excava tion, masonr y works and fencing",154000000.0,CGM,Q1 - Q4,No. of water pans/small dams constructe d,,40 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,307,"Mana Water County Excava 154 CG Q1 - No. of 40 New Depart Solar | geme Pans/ wide tion, M Q4 water ment power | nt of Dams masonr pans/small of ing | Wate Constructi y dams Water | r on works constructe Establ | Sourc and d ishme | es fencing nt of | tree | nurser | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Water,County,,,,,Desilti,176000000.0,CG,Q1 -,No. of,,80 New,Depart,Solar,307,Water County Desilti 176. CG Q1 - No. of 80 New Depart Solar
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Pans/ Dams Rehabilitat ion,wide,,,,,ng and fencing,4000000.0,M,Q4,water pans/small dams rehabilitat ed,,,ment of Water,power ing Establ ishme nt of tree nurser ies,307,Pans/ wide ng and 4 M Q4 water ment power | Dams fencing pans/small of ing | Rehabilitat dams Water | ion rehabilitat Establ | ed ishme | nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Boreholes Drilling and Powering,County wide,,,,,"Hydro- geologi cal survey Drillin g, Poweri ng of borehol es",77200000.0,CGM,Q1 - Q4,No. of boreholes drilled and powered,,20 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,307,"Boreholes County Hydro- 77.2 CG Q1 - No. of 20 New Depart Solar | Drilling wide geologi M Q4 boreholes ment power | and cal drilled and of ing | Powering survey powered Water | ions | ) | Drillin Establ | g, ishme | Poweri nt of | ng of tree | borehol nurser | es ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Boreholes Rehabilitat ion,County wide,,,,,Rehabil itation of broken- down borehol es Poweri ng of borehol es-,8800000.0,CGM,Q1 - Q4,No. of boreholes rehabilitat ed,,30 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,308,Boreholes County Rehabil 8.8 CG Q1 - No. of 30 New Depart Solar | Rehabilitat wide itation M Q4 boreholes ment power | ion of rehabilitat of ing | broken- ed Water | down Establ | borehol ishme | es nt of | tree | Poweri nurser | ng of ies | borehol | es-
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,"100,000m",3 Selecte,,,,,Constr,308000000.0,CG,Q1 -,No. of,,2 New,Depart,Solar,308,"100,000m 3 Selecte Constr 308. CG Q1 - No. of 2 New Depart Solar"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Capacity Dams,d wards,,,,,uction of treatme nt works Reticul ation treated water,7000000.0,M,Q4,"100,000m 3 dams constructe d complete with treatment works",,,ment of Water,power ing Establ ishme nt of tree nurser ies,308,"Capacity d uction 7 M Q4 100,000m 3 ment power | Dams wards of dams of ing | treatme constructe Water | nt d complete Establ | works with ishme | Reticul treatment nt of | ation of works tree | treated nurser | water ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Weirs,County,,,,,Masonr,110000000.0,CG,Q1 -,No. of,,40 New,Depart,Solar,308,Weirs County Masonr 110. CG Q1 - No. of 40 New Depart Solar
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Constructi on,wide,,,,,y works,3000000.0,M,Q4,weirs constructe d,,,ment of Water,power ing Establ ishme nt of tree nurser ies,308,Constructi wide y 3 M Q4 weirs ment power | on works constructe of ing | d Water | Establ | ishme | nt of | tree | ions | ) | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Water Reticulatio n,County wide,,,,,Plumbi ng works,26500000.0,CGM,Q1 - Q4,No. of kilometers reticulated,,80 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,309,Water County Plumbi 26.5 CG Q1 - No. of 80 New Depart Solar | Reticulatio wide ng M Q4 kilometers ment power | n works reticulated of ing | Water | Establ | ishme | nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Water Tankers/B owsers,Macha kos Central,,,,,Purcha sing of water tankers,55100000.0,CGM,Q1 - Q4,No. of 18000l water tankers/bo wsers procured,,5 New,Department of Water,Solar power ing Establ ishme nt of tree nurser ies,309,Water Macha Purcha 55.1 CG Q1 - No. of 5 New Depart Solar | Tankers/B kos sing of M Q4 18000l ment power | owsers Central water water of ing | tankers tankers/bo Water | wsers Establ | procured ishme | nt of | tree | nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Mwania Water Supply,Macha kos munici pality,,,,,"Excava tion, masonr y, electric al and plumbi ng works",1400000000.0,Go K AfD B,Q1 - Q4,Proportion of mega dam constructe d with treatment and reticulatio n works,,30 Ongoin % g,GoK AfDB,Solar power ing Establ ishme nt of tree nurser ies,309,"Mwania Macha Excava 1400 Go Q1 - Proportion 30 Ongoin GoK Solar | Water kos tion, K Q4 of mega % g AfDB power | masonr AfD dam ing | Supply munici | y, B constructe | pality | electric d with Establ | al and treatment ishme | plumbi and nt of | ng reticulatio tree | works n works nurser | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Mwala Cluster Water Supply and Sanitation,Mwala Sub County,,,,,"Excava tion, masonr y, electric al and plumbi ng works",83000000.0,Go K AfD B,Q1 - Q4,Proportion of mega dam constructe d with treatment and reticulatio n works,,20 Ongoin % g,GoK AfDB,Solar power ing Establ ishme nt of tree nurser ies,309,"Mwala Mwala Excava 83 Go Q1 - Proportion 20 Ongoin GoK Solar | Cluster Sub tion, K Q4 of mega % g AfDB power | masonr AfD dam ing | Water County | y, B constructe | Supply | electric d with Establ | and | al and treatment ishme | Sanitation | plumbi and nt of | ng reticulatio tree | works n works nurser | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Ndarugu Dam Water Supply Project,"Mwala , Macha kos, Kangu ndo and Mavok o Sub- countie s",,,,,"Excava tion, masonr y, electric al and plumbi ng works",4000000000.0,Go K AfD B,Q1 - Q4,Proportion of mega dam constructe d with treatment and reticulatio n works,,20 Ongoin % g,GoK AfDB,Solar power ing Establ ishme nt of tree nurser ies,309,"Ndarugu Mwala Excava 4000 Go Q1 - Proportion 20 Ongoin Solar | Dam , tion, K Q4 of mega % g GoK power | Macha masonr AfD dam AfDB ing | Water | kos, y, B constructe | Supply | Kangu electric d with | ions | ) | Project ndo al and treatment Establ | and plumbi and ishme | Mavok ng reticulatio nt of | o Sub- works n works tree | countie nurser | s ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Masinga Dam Water Supply,Masing a Sub County,,,,,Upgrad e of intake and Installa tion of bulk water meter,60000000.0,Go K AfD B,Q1 - Q4,Proportion of dam water supply project upgraded,,60 Ongoin % g,GoK AfDB,Solar power ing Establ ishme nt of tree nurser ies,310,Masinga Masing Upgrad 60 Go Q1 - Proportion 60 Ongoin GoK Solar | Dam a Sub e of K Q4 of dam % g AfDB power | Water County intake AfD water ing | Supply and B supply | Installa project Establ | tion of upgraded ishme | bulk nt of | water tree | meter nurser | ies
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Water and Irrigation,Water Resources Management,,Mavoko Last Mile Connectivi ty Project,Mavok o Sub County,,,,,Laying of water pipelin e and sewer line,160000000.0,Go K AfD B,Q1 - Q4,Km of water pipeline connectivit y,,16 Ongoin g,GoK AfDB,Solar power ing Establ ishme nt of tree nurser ies,310,Mavoko Mavok Laying 160 Go Q1 - Km of 16 Ongoin GoK Solar | Last Mile o Sub of K Q4 water g AfDB power | Connectivi County water AfD pipeline ing | ty Project pipelin B connectivit | e and y Establ | sewer ishme | line nt of | tree | nurser | ies
